,freight_value,price,payment_value,payment_installments,payment_sequential
12024,7.88,90.0,391.52,1,1
15346,16.93,69.49,86.42,8,1
51183,9.1,129.99,139.09,6,1
79813,15.34,84.99,100.33,3,1
48746,18.12,120.0,138.12,2,1
100958,23.03,63.9,86.93,1,1
111003,38.76,35.0,73.76,5,1
49586,19.35,739.9,759.25,10,1
104062,15.13,53.9,138.06,6,1
80682,17.12,339.0,356.12,6,1
6104,13.08,69.9,82.98,1,1
33858,24.09,67.9,91.99,1,1
40191,9.34,45.9,55.24,1,1
38850,19.47,40.35,119.64,1,1
56653,23.05,36.0,80.47,1,3
58048,12.7,81.5,471.0,8,1
63904,10.8,105.0,115.8,2,1
20915,26.12,120.0,146.12,1,1
111771,21.14,99.0,120.14,1,1
1443,26.24,179.9,206.14,1,1
74946,17.95,99.9,22.29,1,1
26933,14.52,109.9,124.42,6,1
1574,16.37,25.0,41.37,1,1
65369,7.78,49.0,56.78,2,1
75143,24.96,66.9,91.86,4,1
92488,7.78,29.98,37.76,1,1
68063,13.46,279.9,293.36,3,1
1618,27.67,144.9,172.57,1,1
91990,22.44,138.9,322.68,4,1
8311,12.69,49.9,125.18,5,1
32608,45.41,77.74,123.15,8,1
65622,19.0,129.0,148.0,1,1
51346,20.01,109.99,20.0,1,1
9489,11.87,95.0,213.74,1,1
32302,15.56,35.0,50.56,1,1
68224,16.15,199.9,216.05,10,1
29952,20.19,33.99,54.18,2,1
47108,14.93,299.99,314.92,10,1
24954,20.01,110.0,130.01,6,1
60015,22.25,46.0,18.25,1,2
107531,7.78,69.9,60.0,1,2
39400,11.85,19.5,31.35,1,1
9908,15.1,28.0,86.2,1,1
38774,7.08,60.5,405.33,5,1
107551,14.1,49.9,64.0,1,1
30817,7.44,25.5,32.94,1,1
106387,15.23,49.0,64.23,1,1
79288,19.04,49.9,68.94,1,1
49236,19.14,23.03,362.38,1,1
12773,15.44,41.9,50.0,1,1
17713,24.03,390.0,414.03,6,1
57917,7.93,83.49,365.68,1,1
56538,15.28,75.0,90.28,9,1
8978,20.16,95.9,348.18,1,1
20627,16.88,89.9,106.78,4,1
16245,27.42,368.9,396.32,1,1
103716,7.94,27.9,35.84,1,1
81637,19.95,339.9,359.85,2,1
81652,19.84,279.9,299.74,8,1
93100,21.15,21.99,43.14,1,1
26322,67.9,187.0,254.9,1,1
109809,7.34,27.9,30.0,1,1
81815,34.47,96.0,130.47,4,1
52379,7.39,11.87,25.0,1,4
5619,20.98,69.9,181.76,3,1
27317,7.71,15.0,136.26,1,1
63207,15.1,19.9,35.0,1,1
62600,13.34,278.77,292.11,1,1
100048,16.31,79.0,190.62,1,1
44419,19.35,54.99,39.67,1,1
43340,21.94,157.0,357.88,3,1
12772,15.44,41.9,7.34,1,2
81798,21.53,149.06,341.18,7,1
48153,19.43,29.99,148.83,1,1
41133,9.94,56.99,66.93,1,1
12601,16.28,169.0,185.28,2,1
15465,26.57,69.9,96.47,1,1
66552,18.93,119.0,137.93,6,1
80812,13.45,279.0,292.45,10,1
17738,19.32,39.0,58.32,1,1
11177,21.05,80.4,101.45,10,1
76980,10.96,23.9,34.86,1,1
45204,39.47,63.36,415.45,3,1
5359,14.1,19.9,34.0,1,1
37653,46.24,253.52,100.0,1,2
16409,50.32,2170.0,2220.32,1,1
89660,20.08,120.0,140.08,7,1
49798,16.88,89.9,106.78,2,1
40990,17.25,106.99,248.48,10,1
13235,24.35,24.87,98.44,1,1
91060,15.1,45.0,60.1,1,1
135,66.98,179.9,246.88,3,1
31249,79.16,142.0,186.97,3,1
73814,17.95,359.0,376.95,8,1
75951,8.29,21.9,30.19,1,1
64145,15.57,97.9,113.47,1,1
75129,12.05,78.0,90.05,4,1
71915,29.83,114.99,144.82,4,1
3344,34.87,229.0,263.87,1,1
42188,12.79,37.0,49.79,1,1
50140,20.99,289.0,309.99,1,1
34696,17.69,79.9,97.59,1,1
48662,36.48,139.0,175.48,3,1
57070,17.0,79.9,96.9,3,1
1248,23.57,179.99,610.68,10,1
29494,25.25,58.9,84.15,2,1
83803,31.36,89.0,120.36,4,1
72931,7.89,1.2,196.11,2,1
79353,52.32,228.0,280.32,1,1
9298,16.79,16.9,33.69,3,1
87186,18.85,138.89,157.74,2,1
92866,7.78,24.99,32.77,2,1
100484,4.05,22.9,326.34,10,1
79185,18.11,91.9,52.35,3,1
73031,19.0,69.9,207.8,3,1
71144,27.13,84.99,112.12,3,1
90597,18.23,25.0,43.23,1,1
62951,8.24,140.0,148.24,3,1
63314,11.85,24.5,36.35,3,1
50795,17.16,129.99,147.15,1,1
93661,14.11,29.99,88.2,1,1
22693,18.3,59.9,78.2,1,1
3254,23.59,150.0,173.59,3,1
48696,14.45,99.9,114.35,3,1
53853,21.15,34.9,56.05,1,1
87036,17.78,289.0,306.78,1,1
44530,23.1,73.9,388.0,8,1
61930,17.9,209.0,226.9,1,1
69825,20.39,633.0,653.39,1,1
86161,45.72,179.99,225.71,4,1
76300,20.74,220.99,241.73,2,1
107390,9.37,79.9,89.27,2,1
41593,12.83,23.99,36.82,3,1
103995,11.25,32.99,88.48,1,1
22445,63.13,829.99,893.12,1,1
76995,14.52,26.8,41.32,1,1
68722,14.31,80.0,47.16,3,1
17976,39.68,36.0,151.36,1,1
15923,20.03,113.0,266.06,10,1
91687,12.79,29.99,42.78,1,1
112007,43.09,750.0,793.09,10,1
1550,33.33,219.9,506.46,10,1
11466,23.98,199.9,223.88,1,1
59217,22.24,76.25,196.98,1,1
109957,8.37,29.99,35.0,1,2
100135,30.85,149.9,180.75,1,1
108870,31.51,299.9,331.41,2,1
73078,16.42,59.9,152.64,5,1
8935,14.11,28.9,129.03,10,1
68690,7.94,54.99,188.79,5,1
95403,11.85,15.0,26.85,2,1
57419,17.13,28.9,46.03,1,1
26308,23.84,180.4,204.24,4,1
105827,12.31,115.5,127.81,6,1
39656,9.94,15.9,8.89,1,2
8703,13.92,48.0,247.68,4,1
89982,19.2,42.0,61.2,1,1
81402,10.6,169.9,180.5,3,1
72826,9.38,98.0,107.38,4,1
2449,21.05,79.5,100.55,2,1
27826,16.22,85.0,101.22,1,1
10056,19.67,199.0,218.67,1,1
9342,9.24,70.0,79.24,4,1
31022,23.49,130.0,306.98,3,1
62862,18.49,398.0,416.49,2,1
63926,53.09,105.0,158.09,1,1
61668,15.01,119.9,34.91,1,1
14019,7.4,19.99,27.39,2,1
18024,15.29,26.9,84.38,1,1
38395,11.85,17.9,19.97,1,2
33409,17.6,18.69,36.29,1,1
18216,23.75,134.99,158.74,2,1
59878,12.69,29.0,83.38,1,1
101253,15.22,65.99,81.21,8,1
1008,21.21,79.99,202.4,4,1
83593,21.08,620.1,641.18,4,1
49801,11.76,79.9,91.66,1,1
67723,19.2,188.0,207.2,8,1
43507,28.81,205.0,233.81,3,1
79799,7.85,84.99,92.84,3,1
74673,13.08,59.5,24.31,1,2
109094,16.0,79.9,204.19,1,1
1441,37.85,329.9,367.75,3,1
97168,23.57,33.9,234.6,1,1
10740,42.41,29.9,72.31,1,1
61523,22.86,1158.25,1181.11,1,1
9636,24.9,48.99,147.78,1,1
21590,24.86,52.5,154.72,10,1
69059,18.92,117.0,135.92,5,1
32515,25.81,138.0,28.04,1,4
12492,15.23,20.0,35.23,1,1
105555,51.93,172.39,224.32,1,1
43900,15.1,24.99,40.09,4,1
93349,7.39,9.9,17.29,1,1
47676,10.21,199.99,210.2,2,1
96681,27.59,809.0,36.59,1,2
64232,7.67,39.0,132.34,1,1
67724,19.2,188.0,207.2,8,1
85754,17.67,59.9,155.14,2,1
57820,13.81,89.49,214.83,1,1
93061,15.23,29.99,45.22,1,1
63018,13.47,159.49,172.96,1,1
44063,21.5,95.03,338.84,10,1
41242,12.74,56.99,69.73,1,1
57334,7.74,22.32,30.06,3,1
22494,13.65,140.7,154.35,2,1
19591,18.37,69.9,88.27,1,1
80081,25.68,56.99,82.67,4,1
74580,53.38,25.99,355.29,1,1
52353,17.12,125.0,142.12,5,1
85391,28.81,49.9,78.71,1,1
74214,26.57,37.9,22.34,2,2
30332,14.52,19.9,34.42,1,1
101227,27.5,109.9,137.4,8,1
39674,8.27,15.9,48.34,1,1
377,59.91,194.99,2039.2,1,1
29441,17.67,59.9,77.57,5,1
13391,11.91,58.5,70.41,1,1
62441,22.96,269.0,291.96,2,1
89120,82.07,179.0,261.07,1,1
3166,18.95,35.0,161.86,10,1
95520,15.1,37.99,53.09,4,1
17917,186.01,99.9,285.91,10,1
112176,50.81,1200.0,160.0,1,2
17113,8.72,45.9,54.62,1,1
2047,16.11,29.9,46.01,3,1
103967,5.75,59.9,262.59,1,1
2533,17.06,99.0,193.02,1,1
15435,19.13,179.0,198.13,2,1
100034,45.66,139.9,185.56,1,1
43865,16.11,8.99,150.6,1,1
96024,7.39,22.99,30.38,1,1
98220,12.48,19.9,97.14,1,1
23637,24.01,79.9,1246.97,1,1
42130,18.3,59.9,469.2,8,1
9138,19.06,259.0,278.06,3,1
18342,29.93,819.0,848.93,10,1
60743,14.1,154.0,336.2,4,1
3627,16.92,32.99,29.91,1,1
93974,16.05,27.99,44.04,3,1
98686,14.52,48.99,63.51,6,1
93816,18.23,29.99,48.22,1,1
47439,14.31,79.9,94.21,5,1
22569,19.96,109.9,129.86,1,1
17583,7.78,16.0,23.78,1,1
34625,16.25,69.9,86.15,1,1
15152,18.4,43.0,61.4,1,1
35290,17.94,99.0,116.94,1,1
53087,15.8,149.0,164.8,1,1
23343,11.95,106.9,118.85,2,1
104190,77.65,45.0,122.65,3,1
18533,26.09,116.0,426.27,1,1
46792,17.64,55.0,72.64,3,1
34203,12.13,89.9,102.03,1,1
59806,18.23,40.5,117.46,1,1
38643,11.85,17.9,59.5,5,1
78973,11.74,49.99,123.46,2,1
64637,17.63,29.0,46.63,4,1
95682,15.79,37.99,53.78,3,1
26320,15.8,97.99,61.39,3,1
83060,15.6,120.0,135.6,1,1
86270,29.49,110.0,139.49,6,1
29962,77.53,73.34,150.87,1,1
95746,10.96,25.99,36.95,1,1
26764,9.2,38.0,94.4,1,1
24075,13.37,50.0,63.37,1,1
97164,34.2,94.0,128.2,5,1
90681,19.32,47.07,66.39,1,1
85618,19.66,59.9,159.12,1,1
6598,15.14,59.9,92.58,1,2
63313,15.1,32.5,47.6,1,1
38553,15.1,12.9,28.0,1,1
41350,12.69,39.99,52.68,1,1
85570,7.81,49.9,230.84,4,1
95608,18.23,45.99,64.22,6,1
10912,14.43,117.3,131.73,1,1
14448,10.96,14.99,103.8,1,1
102161,40.82,119.0,159.82,1,1
108903,41.73,248.99,145.0,7,1
23046,18.06,69.9,87.96,1,1
39362,12.23,105.0,117.23,1,1
107799,14.1,29.99,44.09,4,1
40743,17.52,269.9,287.42,7,1
107922,17.77,74.99,24.42,2,1
93360,7.78,19.9,64.45,1,1
41483,13.98,88.9,102.88,3,1
16842,15.21,64.9,80.11,3,1
82796,7.39,34.9,42.29,1,1
102674,21.43,139.99,645.68,3,1
105937,18.92,117.6,136.52,1,1
32502,25.81,138.0,163.81,1,1
97520,8.93,109.9,118.83,1,1
62488,16.03,164.9,180.93,7,1
10010,24.03,175.04,199.07,4,1
27221,13.71,32.9,186.44,1,1
35703,15.13,54.9,70.03,3,1
52199,20.52,146.99,167.51,2,1
95808,7.44,25.0,32.44,1,1
91027,64.09,694.15,758.24,1,1
56545,11.14,75.0,86.14,1,1
95017,20.8,18.95,39.75,1,1
67716,14.76,299.9,314.66,3,1
51927,34.15,50.0,336.6,10,1
75963,16.75,79.99,96.74,2,1
22739,27.27,169.99,197.26,2,1
176,11.45,119.6,393.15,1,1
79121,18.22,184.0,808.88,8,1
39813,23.26,96.9,120.16,4,1
74456,18.95,599.65,618.6,3,1
14830,21.16,269.0,290.16,10,1
59044,12.62,69.9,165.04,2,1
8710,12.75,59.0,287.0,5,1
7316,96.41,119.9,216.31,10,1
97967,15.1,49.0,64.1,1,1
87045,30.34,609.0,639.34,6,1
99060,18.23,13.65,31.88,1,1
61676,16.11,49.99,66.1,1,1
100274,7.39,17.49,24.88,1,1
67481,12.32,117.0,129.32,6,1
10308,27.58,179.99,207.57,10,1
3899,13.68,196.8,420.96,1,1
99691,12.79,17.99,30.78,1,1
4420,10.58,51.92,185.99,3,1
61091,21.63,580.27,601.9,6,1
38936,18.23,19.9,38.13,1,1
56701,14.1,39.99,143.83,10,1
99128,15.1,13.7,28.8,1,1
13396,34.18,54.9,89.08,2,1
97874,15.1,27.9,43.0,1,1
62371,18.55,95.0,113.55,2,1
109571,89.91,208.9,298.81,1,1
110317,7.98,34.0,41.98,1,1
1121,82.7,179.99,262.69,3,1
52205,13.72,166.99,180.71,2,1
23465,104.26,1190.0,1294.26,10,1
90566,38.24,97.9,136.14,4,1
97211,19.82,90.49,110.31,1,1
24593,35.12,189.0,224.12,2,1
101997,15.79,129.99,145.78,10,1
90455,19.1,79.9,99.0,3,1
48253,9.37,79.9,89.27,2,1
40419,17.99,105.9,123.89,8,1
73110,17.08,69.9,86.98,1,1
112142,19.74,1437.0,2913.47,10,1
29608,21.26,59.9,162.32,1,1
59195,13.89,77.9,91.79,1,1
5198,24.21,46.99,138.17,4,1
107012,15.14,59.9,130.07,1,1
95456,15.1,45.0,60.1,1,1
107068,14.31,79.9,94.21,1,1
48150,19.1,379.9,399.0,5,1
23040,19.46,69.9,89.36,1,1
75773,14.55,54.9,69.45,1,1
41085,16.16,56.99,48.15,2,1
9804,18.99,44.9,237.68,1,1
24801,15.36,149.9,165.26,4,1
45193,60.88,399.99,460.87,10,1
92685,18.23,27.99,46.22,1,1
19221,16.61,59.99,76.6,1,1
14790,23.63,150.0,520.89,4,1
53395,16.46,99.9,116.36,1,1
51345,20.01,109.99,14.02,1,6
99308,17.63,12.9,30.53,1,1
66158,16.17,285.6,301.77,8,1
63006,15.48,249.9,250.0,1,2
98912,10.46,21.9,93.66,1,1
31862,16.67,59.9,76.57,1,1
98423,15.1,19.9,35.0,1,1
93674,13.0,48.99,61.99,6,1
75378,16.76,189.0,205.76,1,1
99604,7.39,13.65,21.04,2,1
95199,7.39,39.97,47.36,1,1
97157,22.37,94.0,116.37,5,1
9842,9.17,59.9,14.72,1,5
22384,11.85,9.0,1.47,1,3
4496,16.11,45.9,62.01,2,1
109338,12.74,55.9,141.08,1,1
86010,8.27,16.9,25.17,1,1
22450,39.41,223.9,263.31,10,1
89096,17.23,69.9,87.13,3,1
45199,27.35,150.52,177.87,1,1
43482,34.66,160.0,194.66,4,1
91564,25.25,99.9,125.15,6,1
52852,60.67,869.9,886.58,3,1
86632,23.48,97.5,120.98,6,1
74622,22.35,59.5,81.85,2,1
60255,20.29,149.84,1020.78,1,1
60298,31.83,154.91,746.96,1,1
40395,12.9,79.9,92.8,1,1
71329,17.66,58.99,76.65,7,1
75105,17.87,88.0,105.87,1,1
1447,66.63,259.9,326.53,1,1
20970,15.18,59.99,75.17,1,1
69380,27.97,549.0,576.97,7,1
35267,9.24,84.9,94.14,4,1
112348,11.92,59.9,35.92,1,2
69997,11.89,29.9,41.79,1,1
105527,58.86,111.57,170.43,10,1
97953,15.29,58.99,74.28,1,1
40606,0.86,125.9,217.37,2,1
7545,63.26,299.0,362.26,1,1
71664,27.75,66.99,94.74,1,1
99431,7.78,13.65,21.43,1,1
43985,16.34,83.36,99.7,3,1
95433,15.1,19.95,35.05,1,1
35370,10.03,69.9,169.88,10,1
36805,8.85,39.9,153.39,3,1
75523,15.23,24.9,40.13,1,1
30578,9.34,49.9,59.24,1,1
45905,22.06,224.9,246.96,8,1
49788,11.25,89.9,101.15,2,1
15996,15.85,91.0,106.85,1,1
66913,16.74,158.0,174.74,1,1
68793,19.57,241.0,260.57,1,1
98368,12.48,10.9,23.38,1,1
14704,8.27,37.9,46.17,1,1
56380,16.11,18.9,35.01,1,1
96377,19.92,259.99,279.91,2,1
26443,18.45,49.9,68.35,6,1
94999,10.96,13.98,24.94,1,1
39171,18.23,14.0,32.23,1,1
12584,17.92,29.9,47.82,3,1
74645,22.52,84.5,32.02,1,1
82241,15.38,89.9,105.28,1,1
6724,20.48,60.9,137.58,8,1
6792,9.27,73.9,83.17,1,1
8093,16.02,9.99,163.88,3,1
8115,12.49,249.99,394.96,8,1
25502,41.0,669.0,710.0,10,1
56155,13.8,65.0,472.8,1,1
49433,18.54,94.9,113.44,1,1
98414,22.06,18.9,40.96,1,1
91474,27.87,69.9,97.77,9,1
60190,18.26,144.97,489.69,4,1
111355,9.27,32.0,41.27,1,1
28877,16.79,42.9,59.69,1,1
57380,17.09,22.32,39.41,3,1
85696,16.07,53.9,6.34,1,5
14784,17.51,189.0,206.51,4,1
105662,22.93,39.5,62.43,1,1
36889,17.33,84.9,102.23,1,1
32610,56.87,55.2,112.07,1,1
62869,12.26,235.0,247.26,3,1
100299,15.1,40.0,55.1,1,1
85228,13.37,49.9,63.27,6,1
107330,34.57,109.9,144.47,1,1
71977,20.48,61.99,82.47,1,1
3222,18.74,35.0,214.98,2,1
68405,21.89,759.9,673.6,1,2
55345,15.1,48.9,64.0,1,1
97086,27.17,155.6,548.31,10,1
18765,23.42,120.0,143.42,1,1
21147,21.15,32.8,53.95,1,1
80438,7.39,13.99,42.76,2,1
100361,35.06,243.0,278.06,10,1
46844,11.85,19.9,31.75,1,1
74954,16.17,57.99,74.16,2,1
82645,7.55,9.99,70.16,4,1
88349,16.11,18.9,35.01,1,1
98715,17.01,179.0,196.01,1,1
94566,22.85,12.99,31.36,1,2
74563,12.61,129.9,142.51,2,1
38423,12.69,47.9,121.18,8,1
47912,17.6,41.8,59.4,5,1
30014,22.67,29.9,52.57,1,1
11081,27.5,169.0,196.5,1,1
37737,12.76,60.0,72.76,5,1
99005,17.06,18.9,35.96,1,1
66431,0.0,99.9,99.9,8,1
26629,7.46,28.99,218.7,1,1
21615,16.11,29.5,45.61,2,1
94474,14.1,10.99,25.09,2,1
76732,16.52,46.4,62.92,2,1
88165,38.88,949.99,988.87,8,1
49403,13.53,73.39,86.92,1,1
77657,17.12,99.0,116.12,1,1
21793,15.1,16.9,96.0,1,1
97411,27.81,118.0,228.75,8,1
44314,14.84,74.99,179.66,1,1
62870,14.63,230.0,244.63,2,1
51824,19.84,29.5,1.5,1,2
23615,76.16,119.9,588.14,10,1
95325,8.72,49.9,58.62,1,1
80779,14.93,169.0,183.93,1,1
8648,14.52,49.9,64.42,3,1
58461,9.94,61.9,71.84,4,1
84384,17.67,59.9,77.57,4,1
5671,19.98,69.9,89.88,1,1
15510,20.98,69.9,30.22,1,3
64126,17.03,120.0,137.03,3,1
31959,21.15,25.0,92.3,7,1
18063,15.15,120.0,135.15,1,1
109553,24.05,159.9,50.0,1,2
58305,7.97,89.8,97.77,9,1
70154,15.1,29.9,45.0,1,1
45627,12.79,21.99,34.78,1,1
52220,22.29,169.99,192.28,3,1
8134,16.14,54.9,71.04,1,1
38212,22.06,17.9,39.96,1,1
84023,13.4,53.9,269.2,1,1
94167,15.23,29.99,90.44,9,1
87935,15.92,148.44,164.36,3,1
24145,15.11,50.0,65.11,6,1
80162,15.15,56.99,72.14,1,1
63809,19.68,69.9,89.58,1,1
47844,17.75,70.97,177.44,1,1
49362,18.0,99.9,17.9,1,1
36808,16.11,39.9,56.01,1,1
22613,14.1,36.99,51.09,5,1
60387,17.65,275.0,292.65,1,1
59390,41.3,120.0,161.3,2,1
109880,15.49,199.7,215.19,6,1
38835,23.29,69.99,93.28,8,1
30308,14.52,6.0,20.52,1,1
76740,16.11,46.4,62.51,3,1
47088,21.59,299.99,321.58,1,1
2289,43.52,134.9,178.42,1,1
101386,40.73,235.9,3.26,1,4
25108,25.45,225.0,250.45,5,1
47464,9.05,99.0,216.1,2,1
47053,14.09,179.99,194.08,10,1
50223,18.23,12.0,30.23,1,1
102722,18.11,44.06,62.17,1,1
105847,36.19,151.7,187.89,1,1
89329,17.92,95.0,112.92,3,1
53958,21.58,219.0,240.58,4,1
108037,15.94,150.0,371.88,10,1
88841,23.13,79.0,102.13,3,1
105277,21.18,54.9,152.16,1,1
85185,8.11,53.9,62.01,1,1
35633,13.65,89.9,84.57,1,1
11010,43.97,229.04,273.01,4,1
46338,7.78,39.9,47.68,2,1
66649,19.49,230.0,249.49,5,1
97509,16.14,54.9,71.04,1,1
33928,36.96,379.0,415.96,8,1
80695,38.16,179.0,217.16,6,1
101800,29.02,88.6,117.62,1,1
50005,17.74,69.9,15.04,1,1
11150,22.11,92.1,114.21,2,1
75878,16.86,59.8,76.66,3,1
71490,15.79,49.99,65.78,3,1
93399,15.23,14.89,30.12,1,1
42496,44.84,149.0,193.84,5,1
17012,17.95,54.99,145.88,8,1
44768,21.43,134.9,156.33,6,1
42962,11.85,36.99,48.84,1,1
81055,18.7,117.4,136.1,4,1
110798,24.91,59.9,84.81,1,1
34879,15.38,89.9,105.28,4,1
79037,20.74,499.0,519.74,3,1
88955,17.94,99.0,116.94,1,1
107562,15.1,49.9,50.0,1,2
6945,13.63,75.9,179.06,1,1
966,11.45,119.99,131.44,2,1
39830,16.79,15.9,32.69,1,1
27539,10.72,17.9,139.43,1,1
47110,14.93,299.99,629.84,10,1
9093,34.33,75.9,330.69,8,1
24595,18.3,149.9,168.2,4,1
36650,12.25,9.9,192.84,8,1
20676,16.31,79.0,95.31,4,1
14044,12.18,49.8,155.34,2,1
22356,15.1,9.9,25.0,1,1
83284,13.92,79.8,93.72,4,1
41570,19.42,219.99,239.41,6,1
108612,8.73,102.9,56.15,1,8
66730,15.09,320.0,335.09,1,1
88130,15.47,89.0,104.47,1,1
9508,18.03,65.0,16.72,1,1
103576,8.74,82.49,91.23,1,1
30334,8.29,39.52,47.81,1,1
39292,13.5,69.0,82.5,3,1
63002,16.79,15.9,65.38,1,1
38378,15.1,27.4,21.68,2,2
96921,15.2,63.9,79.1,1,1
44473,15.72,73.9,439.51,6,1
67404,0.0,199.0,199.0,8,1
109312,15.46,99.9,115.36,5,1
45947,18.42,45.8,64.22,1,1
59333,14.21,124.9,139.11,1,1
38242,14.52,13.9,4.55,1,5
46355,7.78,42.99,50.77,1,1
19452,41.67,99.0,140.67,2,1
18607,12.48,45.9,58.38,2,1
95647,20.8,19.99,40.79,4,1
77178,13.84,199.99,213.83,2,1
68349,57.5,999.9,1057.4,10,1
69957,7.71,29.9,37.61,1,1
104157,43.02,69.0,112.02,1,1
47723,28.98,89.9,118.88,1,1
34254,21.08,89.9,110.98,4,1
49563,14.14,159.9,174.04,5,1
62152,27.35,88.9,116.25,1,1
62688,18.58,189.9,208.48,1,1
79150,15.23,12.0,27.23,1,1
76405,11.76,79.99,91.75,1,1
11060,31.87,160.55,192.42,1,1
45664,10.4,119.9,130.3,6,1
75581,7.44,25.0,32.44,1,1
15114,8.04,43.0,102.08,1,1
66161,22.74,599.99,622.73,6,1
58350,10.12,100.0,2202.4,1,1
93087,15.23,29.99,45.22,1,1
47436,7.81,79.9,87.71,1,1
80683,10.31,214.0,224.31,5,1
22071,61.12,1769.0,1830.12,10,1
37119,17.88,89.9,107.78,8,1
64007,23.89,105.0,644.45,1,1
18359,24.74,168.8,297.02,10,1
39289,13.71,39.99,53.7,5,1
91942,11.85,24.99,73.68,1,1
26501,10.5,250.0,260.5,10,1
38048,13.71,49.95,63.66,3,1
69995,11.85,29.9,41.75,4,1
100490,19.32,45.9,65.22,2,1
89239,29.9,79.0,160.89,1,1
22503,23.12,170.3,193.42,2,1
22767,19.97,299.0,637.94,1,1
68799,8.46,172.0,180.46,1,1
33423,17.3,149.9,167.2,8,1
27966,22.63,125.9,148.53,1,1
63962,9.85,105.0,114.85,1,1
24015,9.58,109.9,119.48,5,1
112513,18.23,21.99,40.22,1,1
85685,17.67,59.9,155.14,1,1
112318,11.92,59.9,71.82,2,1
11978,15.8,52.0,166.4,5,1
45358,24.1,64.9,89.0,6,1
15943,21.28,113.0,134.28,3,1
87358,23.49,99.06,122.55,4,1
2999,17.92,32.99,152.73,10,1
58341,17.15,74.9,155.01,2,1
1390,38.01,149.9,187.91,1,1
108531,11.85,24.99,73.68,3,1
60714,14.34,189.0,203.34,1,1
17814,8.75,83.99,92.74,1,1
86915,8.78,59.0,271.12,1,1
62009,51.9,320.36,372.26,4,1
98729,15.1,39.9,55.0,1,1
53293,14.0,139.9,153.9,3,1
101352,9.34,21.2,61.08,1,1
4205,8.88,39.0,95.76,3,1
85346,17.67,59.9,50.0,1,2
33559,18.77,17.8,81.18,1,1
45430,17.99,59.9,77.89,7,1
2238,43.45,124.9,168.35,8,1
61785,17.92,37.9,279.1,1,1
61054,15.1,42.99,58.09,1,1
17372,25.63,25.9,257.65,4,1
80921,9.3,219.9,229.2,8,1
7401,15.1,17.9,66.0,3,1
87756,22.87,199.9,222.77,4,1
102576,20.76,256.0,276.76,5,1
110474,7.39,30.4,37.79,2,1
37757,15.13,54.55,139.36,1,1
21428,12.53,189.0,201.53,2,1
47923,24.94,89.8,114.74,1,1
108495,25.81,430.0,455.81,5,1
44780,21.53,148.9,170.43,5,1
11501,15.1,16.0,31.1,1,1
58682,15.1,49.9,65.0,1,1
24694,7.78,19.9,27.68,2,1
99415,7.41,21.9,29.31,1,1
67074,14.37,276.0,290.37,1,1
49234,14.7,139.0,153.7,4,1
18831,11.98,68.0,79.98,2,1
107932,9.28,129.99,139.27,1,1
41691,14.08,213.9,455.96,4,1
7125,9.34,44.99,54.33,4,1
24944,19.25,139.0,283.92,10,1
2527,16.39,59.9,76.29,1,1
43296,22.27,205.0,76.98,1,1
79750,14.15,56.99,71.14,2,1
59357,14.09,138.9,305.98,2,1
32537,16.87,89.0,105.87,1,1
2086,15.71,99.9,115.61,3,1
15132,18.4,43.0,245.6,3,1
8932,21.26,109.9,131.16,1,1
10312,30.3,179.99,210.29,1,1
89060,21.47,118.5,20.0,1,5
6729,8.72,49.9,58.62,1,1
481,69.37,79.99,597.44,10,1
88690,15.83,299.9,315.73,6,1
12187,18.3,149.9,168.2,1,1
106887,15.17,59.9,75.07,2,1
61418,22.06,23.7,45.76,4,1
61959,10.96,26.99,37.95,3,1
3904,30.7,120.0,150.7,2,1
43576,11.15,74.9,344.2,4,1
104271,15.06,79.9,94.96,1,1
28913,15.1,35.99,51.09,1,1
32999,14.09,489.9,1007.98,6,1
61955,18.7,160.9,129.6,2,1
99390,14.1,21.9,36.0,1,1
10025,56.22,399.0,2276.1,1,1
92874,7.78,39.9,47.68,1,1
6835,17.73,68.9,86.63,1,1
69707,39.05,749.99,789.04,3,1
43643,17.78,75.5,93.28,2,1
6096,13.08,69.9,165.96,1,1
40258,15.11,32.2,47.31,1,1
39429,55.94,73.5,221.93,2,1
61279,9.34,29.9,25.66,1,1
76233,18.0,89.57,107.57,5,1
106340,10.66,49.0,59.66,1,1
12172,156.83,494.9,651.73,4,1
67141,13.26,116.9,130.16,2,1
7836,70.63,249.9,320.53,10,1
16861,38.78,72.99,111.77,3,1
98986,11.85,21.9,33.75,1,1
73618,12.55,150.0,162.55,2,1
103135,7.87,8.49,16.36,1,1
22773,19.97,299.0,318.97,1,1
98482,17.91,94.9,3.89,1,2
44110,52.87,74.9,127.77,8,1
33391,37.26,499.9,537.16,1,1
57139,10.49,239.99,500.96,1,1
25543,14.84,108.9,123.74,1,1
38544,14.52,12.9,54.84,5,1
41947,21.2,159.99,362.38,10,1
632,30.36,169.99,251.57,5,1
7294,38.54,99.9,415.32,10,1
23346,21.8,419.99,441.79,10,1
68768,19.36,55.0,74.36,1,1
7727,31.4,69.9,147.48,2,1
29979,14.06,99.5,3.74,1,2
55053,45.12,149.0,194.12,2,1
53794,16.73,549.9,566.63,1,1
14519,21.16,79.59,50.0,1,2
21805,18.23,49.89,68.12,2,1
67366,0.0,199.0,199.0,3,1
7705,19.39,59.9,158.58,1,1
106457,14.65,69.0,83.65,2,1
